-1.2499e-11,2.2311e-11
-1.2498e-11,2.5466e-11
-1.2497e-11,2.7068e-11
-1.2496e-11,2.6955e-11
-1.2494e-11,2.524e-11
-1.2493e-11,2.2284e-11
-1.2492e-11,1.8633e-11
-1.2491e-11,1.4911e-11
-1.2489e-11,1.1714e-11
-1.2488e-11,9.4974e-12
-1.2487e-11,8.5076e-12
-1.2486e-11,8.7288e-12
-1.2484e-11,9.9125e-12
-1.2483e-11,1.162e-11
-1.2482e-11,1.3329e-11
-1.2481e-11,1.4525e-11
-1.2479e-11,1.4817e-11
-1.2478e-11,1.401e-11
-1.2477e-11,1.2149e-11
-1.2476e-11,9.5089e-12
-1.2474e-11,6.5398e-12
-1.2473e-11,3.7844e-12
-1.2472e-11,1.7644e-12
-1.2471e-11,8.818e-13
-1.2469e-11,1.3363e-12
-1.2468e-11,3.0825e-12
-1.2467e-11,5.8364e-12
-1.2466e-11,9.1217e-12
-1.2464e-11,1.2366e-11
-1.2463e-11,1.5001e-11
-1.2462e-11,1.6574e-11
-1.2461e-11,1.6836e-11
-1.2459e-11,1.5791e-11
-1.2458e-11,1.3689e-11
-1.2457e-11,1.0991e-11
-1.2456e-11,8.2778e-12
-1.2454e-11,6.1369e-12
-1.2453e-11,5.0537e-12
-1.2452e-11,5.3187e-12
-1.2451e-11,6.9667e-12
-1.2449e-11,9.7698e-12
-1.2448e-11,1.3274e-11
-1.2447e-11,1.6889e-11
-1.2446e-11,1.9982e-11
-1.2444e-11,2.2007e-11
-1.2443e-11,2.2596e-11
-1.2442e-11,2.1633e-11
-1.2441e-11,1.927e-11
-1.2439e-11,1.5889e-11
-1.2438e-11,1.2045e-11
-1.2437e-11,8.3476e-12
-1.2436e-11,5.3574e-12
-1.2434e-11,3.477e-12
-1.2433e-11,2.8871e-12
-1.2432e-11,3.5138e-12
-1.2431e-11,5.0549e-12
-1.2429e-11,7.0432e-12
-1.2428e-11,8.9485e-12
-1.2427e-11,1.0285e-11
-1.2426e-11,1.0711e-11
-1.2424e-11,1.0103e-11
-1.2423e-11,8.5796e-12
-1.2422e-11,6.4909e-12
-1.2421e-11,4.3363e-12
-1.2419e-11,2.6836e-12
-1.2418e-11,2.0411e-12
-1.2417e-11,2.7632e-12
-1.2416e-11,4.9668e-12
-1.2414e-11,8.5036e-12
-1.2413e-11,1.2967e-11
-1.2412e-11,1.7771e-11
-1.2411e-11,2.2237e-11
-1.2409e-11,2.572e-11
-1.2408e-11,2.7714e-11
-1.2407e-11,2.7952e-11
-1.2406e-11,2.6445e-11
-1.2404e-11,2.3477e-11
-1.2403e-11,1.955e-11
-1.2402e-11,1.5299e-11
-1.2401e-11,1.1368e-11
-1.2399e-11,8.296e-12
-1.2398e-11,6.4277e-12
-1.2397e-11,5.8545e-12
-1.2396e-11,6.4133e-12
-1.2394e-11,7.7256e-12
-1.2393e-11,9.2836e-12
-1.2392e-11,1.0562e-11
-1.2391e-11,1.1122e-11
-1.2389e-11,1.0708e-11
-1.2388e-11,9.3055e-12
-1.2387e-11,7.1413e-12
-1.2386e-11,4.6465e-12
-1.2384e-11,2.374e-12
-1.2383e-11,8.8406e-13
-1.2382e-11,6.3786e-13
-1.2381e-11,1.8953e-12
-1.2379e-11,4.6599e-12
-1.2378e-11,8.664e-12
-1.2377e-11,1.3411e-11
-1.2376e-11,1.8252e-11
-1.2374e-11,2.2512e-11
-1.2373e-11,2.5591e-11
-1.2372e-11,2.7084e-11
-1.2371e-11,2.6847e-11
-1.2369e-11,2.5018e-11
-1.2368e-11,2.199e-11
-1.2367e-11,1.8337e-11
-1.2366e-11,1.4702e-11
-1.2364e-11,1.1686e-11
-1.2363e-11,9.7263e-12
-1.2362e-11,9.031e-12
-1.2361e-11,9.5414e-12
-1.2359e-11,1.0952e-11
-1.2358e-11,1.2778e-11
-1.2357e-11,1.4455e-11
-1.2356e-11,1.5458e-11
-1.2354e-11,1.5413e-11
-1.2353e-11,1.4163e-11
-1.2352e-11,1.1819e-11
-1.2351e-11,8.7332e-12
-1.2349e-11,5.4408e-12
-1.2348e-11,2.5535e-12
-1.2347e-11,6.507e-13
-1.2346e-11,1.5895e-13
-1.2344e-11,1.2719e-12
-1.2343e-11,3.9069e-12
-1.2342e-11,7.7136e-12
-1.2341e-11,1.214e-11
-1.2339e-11,1.652e-11
-1.2338e-11,2.0206e-11
-1.2337e-11,2.2674e-11
-1.2336e-11,2.3622e-11
-1.2334e-11,2.3027e-11
-1.2333e-11,2.1133e-11
-1.2332e-11,1.8404e-11
-1.2331e-11,1.5441e-11
-1.2329e-11,1.2852e-11
-1.2328e-11,1.1139e-11
-1.2327e-11,1.0609e-11
-1.2326e-11,1.1305e-11
-1.2324e-11,1.3008e-11
-1.2323e-11,1.5284e-11
-1.2322e-11,1.7562e-11
-1.2321e-11,1.9255e-11
-1.2319e-11,1.9878e-11
-1.2318e-11,1.9148e-11
-1.2317e-11,1.7038e-11
-1.2316e-11,1.3797e-11
-1.2314e-11,9.9075e-12
-1.2313e-11,5.9927e-12
-1.2312e-11,2.7142e-12
-1.2311e-11,6.3591e-13
-1.2309e-11,1.291e-13
-1.2308e-11,1.2974e-12
-1.2307e-11,3.9574e-12
-1.2306e-11,7.672e-12
-1.2304e-11,1.1828e-11
-1.2303e-11,1.5754e-11
-1.2302e-11,1.8833e-11
-1.2301e-11,2.0631e-11
-1.2299e-11,2.095e-11
-1.2298e-11,1.9886e-11
-1.2297e-11,1.7779e-11
-1.2296e-11,1.5158e-11
-1.2294e-11,1.263e-11
-1.2293e-11,1.0758e-11
-1.2292e-11,9.9489e-12
-1.2291e-11,1.038e-11
-1.2289e-11,1.1955e-11
-1.2288e-11,1.4331e-11
-1.2287e-11,1.6979e-11
-1.2286e-11,1.9293e-11
-1.2284e-11,2.0704e-11
-1.2283e-11,2.0812e-11
-1.2282e-11,1.944e-11
-1.2281e-11,1.6706e-11
-1.2279e-11,1.298e-11
-1.2278e-11,8.8456e-12
-1.2277e-11,4.9749e-12
-1.2276e-11,2.0173e-12
-1.2274e-11,4.7491e-13
-1.2273e-11,6.0889e-13
-1.2272e-11,2.3918e-12
-1.2271e-11,5.5122e-12
-1.2269e-11,9.4286e-12
-1.2268e-11,1.3473e-11
-1.2267e-11,1.6972e-11
-1.2266e-11,1.9367e-11
-1.2264e-11,2.0319e-11
-1.2263e-11,1.9766e-11
-1.2262e-11,1.7921e-11
-1.2261e-11,1.5244e-11
-1.2259e-11,1.2325e-11
-1.2258e-11,9.7857e-12
-1.2257e-11,8.1515e-12
-1.2256e-11,7.7475e-12
-1.2254e-11,8.6364e-12
-1.2253e-11,1.0613e-11
-1.2252e-11,1.3236e-11
-1.2251e-11,1.5922e-11
-1.2249e-11,1.8063e-11
-1.2248e-11,1.9144e-11
-1.2247e-11,1.8844e-11
-1.2246e-11,1.7111e-11
-1.2244e-11,1.4176e-11
-1.2243e-11,1.0509e-11
-1.2242e-11,6.7425e-12
-1.2241e-11,3.5453e-12
-1.2239e-11,1.5022e-12
-1.2238e-11,1.0041e-12
-1.2237e-11,2.1684e-12
-1.2236e-11,4.8169e-12
-1.2234e-11,8.5078e-12
-1.2233e-11,1.2613e-11
-1.2232e-11,1.6432e-11
-1.2231e-11,1.9326e-11
-1.2229e-11,2.0831e-11
-1.2228e-11,2.0741e-11
-1.2227e-11,1.9143e-11
-1.2226e-11,1.6399e-11
-1.2224e-11,1.3075e-11
-1.2223e-11,9.8241e-12
-1.2222e-11,7.2705e-12
-1.2221e-11,5.8862e-12
-1.2219e-11,5.8983e-12
-1.2218e-11,7.2561e-12
-1.2217e-11,9.6357e-12
-1.2216e-11,1.251e-11
-1.2214e-11,1.5251e-11
-1.2213e-11,1.7254e-11
-1.2212e-11,1.8057e-11
-1.2211e-11,1.7432e-11
-1.2209e-11,1.5437e-11
-1.2208e-11,1.2398e-11
